,Name,Manufacturer,Location,Year,Kilometers_Driven,Fuel_Type,Transmission,Owner_Type,Engine CC,Power,Seats,Mileage Km/L,Price
1378,Hyundai i20 Era 1.4 CRDi,Hyundai,Kochi,2014,46566,Diesel,Manual,First,1396,88.76,5,22.54,4.4
1379,Mercedes-Benz E-Class 2015-2017 E350 Edition E,MercedesBenz,Jaipur,2015,41493,Diesel,Automatic,First,2987,265,5,13,42
1380,Nissan Terrano XV 110 PS,Nissan,Kochi,2014,103788,Diesel,Manual,First,1461,108.5,5,19.01,5.67
1381,Renault Duster 110PS Diesel RxZ AMT,Renault,Bangalore,2016,45000,Diesel,Automatic,First,1461,108.45,5,19.6,11.5
1382,Maruti Wagon R LXI Minor,Maruti,Pune,2009,120000,Petrol,Manual,First,998,67.1,5,18.9,1.69
1383,Hyundai Getz 1.5 CRDi GVS,Hyundai,Jaipur,2009,97359,Diesel,Manual,Second,1493,110,5,17.1,1.8
1384,Maruti Ritz LXi,Maruti,Mumbai,2016,62000,Petrol,Manual,First,1197,85.8,5,18.5,3.2
1386,BMW 5 Series 520d Sport Line,BMW,Kochi,2019,18373,Diesel,Automatic,First,1995,187.74,5,22.48,45.86
1387,Volkswagen Polo 1.2 MPI Highline,Volkswagen,Hyderabad,2016,60453,Petrol,Manual,First,1198,74,5,16.47,5.1
1388,Maruti Swift VDI BSIV,Maruti,Pune,2013,37000,Diesel,Manual,First,1248,74,5,17.8,4.85
1389,Ford Figo Petrol ZXI,Ford,Mumbai,2010,69009,Petrol,Manual,Second,1196,70,5,15.6,2.4
1390,BMW 3 Series 320d Luxury Line,BMW,Hyderabad,2013,30000,Diesel,Automatic,First,1995,184,5,18.88,22
1391,Hyundai Verna 1.6 SX CRDi (O),Hyundai,Delhi,2012,70707,Diesel,Manual,First,1582,126.32,5,22.32,4.28
1392,Renault Duster 85PS Diesel RxL,Renault,Coimbatore,2015,64677,Diesel,Manual,First,1461,83.8,5,20.45,5.67
1393,Hyundai Grand i10 1.2 Kappa Magna AT,Hyundai,Bangalore,2018,3000,Petrol,Automatic,First,1197,81.86,5,18.9,6.2
1394,BMW X1 sDrive20d,BMW,Bangalore,2013,49000,Diesel,Automatic,Second,1995,184,5,17.05,14.49
1395,Maruti Ritz VDi,Maruti,Pune,2010,71000,Diesel,Manual,First,1248,73.9,5,21.1,3
1396,Hyundai i10 Era 1.1 iTech SE,Hyundai,Jaipur,2010,52000,Petrol,Manual,Second,1086,68.05,5,19.81,2.25
1397,BMW X5 2014-2019 xDrive 30d Design Pure Experience 7 Seater,BMW,Kochi,2016,35659,Diesel,Automatic,First,2993,258,7,15.97,43.78
1398,Honda City V MT Exclusive,Honda,Kochi,2019,5377,Petrol,Manual,First,1497,116.3,5,16.8,11.45
1399,Mahindra Ssangyong Rexton RX7,Mahindra,Delhi,2014,65000,Diesel,Automatic,First,2696,184,7,11.18,10.5
1400,Ford Ecosport 1.5 DV5 MT Titanium Optional,Ford,Coimbatore,2015,92708,Diesel,Manual,First,1498,89.84,5,22.7,7.48
1401,Maruti Alto LXi,Maruti,Coimbatore,2010,48105,Petrol,Manual,First,796,46.3,5,19.7,3.1
1402,Volkswagen Polo 1.2 MPI Highline,Volkswagen,Mumbai,2011,46759,Petrol,Manual,First,1198,74,5,16.47,2.55
1403,Volkswagen Polo Diesel Comfortline 1.2L,Volkswagen,Jaipur,2013,62000,Diesel,Manual,First,1199,73.9,5,22.07,3.5
1404,Volkswagen Polo Diesel Highline 1.2L,Volkswagen,Kolkata,2012,35175,Diesel,Manual,First,1199,73.9,5,22.07,2.59
1405,Maruti Ertiga ZDI,Maruti,Kolkata,2013,70000,Diesel,Manual,First,1248,88.8,7,20.77,5.45
1406,Ford EcoSport 1.5 TDCi Ambiente,Ford,Kolkata,2017,30000,Diesel,Manual,First,1498,98.59,5,22.77,6
1407,Toyota Innova Crysta 2.8 ZX AT,Toyota,Kolkata,2016,66618,Diesel,Automatic,First,2755,171.5,7,11.36,15.49
1408,BMW 5 Series 523i Sedan,BMW,Mumbai,2010,69300,Petrol,Automatic,Second,2497,150,5,10.8,12.5
1409,Maruti Swift Dzire Tour LDI,Maruti,Kolkata,2017,148000,Diesel,Manual,First,1248,74,5,23.4,4.75
1410,Ford Ecosport 1.0 Ecoboost Platinum Edition,Ford,Mumbai,2017,22000,Petrol,Manual,First,999,123.24,5,18.88,7.85
1411,Hyundai Verna CRDi SX,Hyundai,Ahmedabad,2013,75000,Diesel,Manual,First,1493,110,5,16.8,6
1412,Tata Zest Revotron 1.2T XM,Tata,Mumbai,2016,43706,Petrol,Manual,First,1193,88.7,5,17.57,4
1413,Audi A7 2011-2015 3.0 TDI Quattro,Audi,Mumbai,2011,42000,Diesel,Automatic,First,2967,241.4,5,14.4,28.75
1414,Tata Indica Vista Quadrajet VX,Tata,Pune,2012,65000,Diesel,Manual,First,1248,74,5,22.3,2.5
1415,Maruti Swift Dzire VDI,Maruti,Delhi,2015,76128,Diesel,Manual,First,1248,74,5,26.59,5.5
1416,Fiat Linea Emotion,Fiat,Kolkata,2010,39852,Petrol,Manual,First,1368,90,5,16,1.59
1417,Hyundai i20 1.2 Spotz,Hyundai,Mumbai,2017,18673,Petrol,Manual,First,1197,81.83,5,18.6,6.22
1418,Hyundai EON Era Plus,Hyundai,Kolkata,2016,11583,Petrol,Manual,First,814,55.2,5,21.1,2.75
1419,Hyundai Santro Xing XL,Hyundai,Chennai,2007,82000,Petrol,Manual,Second,1086,74,5,0,1.35
1420,Mercedes-Benz GLA Class 200 CDI SPORT,MercedesBenz,Pune,2017,50000,Diesel,Automatic,First,2143,136,5,17.9,25
1421,Maruti Celerio VXI,Maruti,Delhi,2014,77000,Petrol,Manual,First,998,67.04,5,23.1,2.8
1422,Chevrolet Beat LT,Chevrolet,Mumbai,2014,54890,Petrol,Manual,Second,1199,76.8,5,17.8,2.45
1423,Honda Jazz 1.2 V AT i VTEC Privilege,Honda,Pune,2016,21000,Petrol,Automatic,First,1199,88.7,5,19,6.35
1424,BMW 3 Series 320d Highline,BMW,Mumbai,2009,58557,Diesel,Automatic,Third,1995,181,5,16.07,8
1425,Renault Duster 110PS Diesel RxL,Renault,Bangalore,2014,70000,Diesel,Manual,First,1461,108.45,5,19.01,8.25
1426,Ford Figo 2015-2019 1.5P Titanium AT,Ford,Mumbai,2017,16000,Petrol,Automatic,First,1499,110.4,5,17.01,5.95
1427,Toyota Innova Crysta 2.4 VX MT,Toyota,Kochi,2018,8899,Diesel,Manual,First,2393,147.8,7,13.68,19.92
1428,Chevrolet Beat Diesel LS,Chevrolet,Kochi,2016,83629,Diesel,Manual,First,936,56.3,5,25.44,3.15
1429,Volkswagen Polo GTI,Volkswagen,Chennai,2014,35059,Petrol,Automatic,First,1798,189,4,17.21,5.75
1430,Ford Endeavour 3.2 Trend AT 4X4,Ford,Kochi,2018,30552,Diesel,Automatic,First,3198,197.2,7,10.91,32.44
1431,Hyundai Verna 1.6 SX CRDI (O) AT,Hyundai,Kochi,2016,44875,Diesel,Automatic,Second,1582,126.32,5,22.32,8.01
1432,Ford Figo 2015-2019 1.2P Titanium Opt MT,Ford,Coimbatore,2017,25095,Petrol,Manual,First,1196,86.8,5,18.16,6.48
1433,Maruti 800 AC,Maruti,Jaipur,2007,59000,Petrol,Manual,First,796,37,4,16.1,0.75
1434,Honda City i DTEC V,Honda,Kolkata,2014,36000,Diesel,Manual,First,1498,98.6,5,26,5
1435,Mahindra XUV500 W8 2WD,Mahindra,Mumbai,2012,37000,Diesel,Manual,First,2179,140,7,16,7.75
1436,Ford Figo Diesel ZXI,Ford,Chennai,2010,90000,Diesel,Manual,First,1399,68,5,20,2.6
1437,Ford EcoSport 1.5 Petrol Titanium,Ford,Pune,2018,17000,Petrol,Manual,First,1497,121.36,5,17,9.2
1438,Hyundai i20 Asta 1.2,Hyundai,Mumbai,2015,42575,Petrol,Manual,First,1197,81.83,5,18.6,5.05
1439,Toyota Innova 2.5 G (Diesel) 7 Seater BS IV,Toyota,Hyderabad,2012,131000,Diesel,Manual,First,2494,100,7,12.99,9.6
1440,Renault Duster 85PS Diesel RxL Optional,Renault,Mumbai,2013,74000,Diesel,Manual,First,1461,83.8,5,20.46,5.5
1441,Toyota Innova 2.5 VX (Diesel) 8 Seater,Toyota,Mumbai,2013,47234,Diesel,Manual,First,2494,100.6,8,12.99,9.35
1442,Honda City 1.5 S MT,Honda,Delhi,2009,231673,Petrol,Manual,First,1497,118,5,17,2.6
1443,Maruti Alto K10 VXI,Maruti,Hyderabad,2016,10000,Petrol,Manual,First,998,67.1,5,24.07,3.5
1444,Nissan Micra Active XL Petrol,Nissan,Kochi,2016,49389,Petrol,Manual,First,1198,67.04,5,19.49,4.26
1445,Maruti Celerio VXI AT,Maruti,Chennai,2016,12000,Petrol,Automatic,Second,998,67.04,5,23.1,4.25
1446,Mercedes-Benz New C-Class 200 Kompressor,MercedesBenz,Hyderabad,2010,65000,Petrol,Manual,Second,1796,178,5,11.7,11.75
1447,Ford Fiesta Diesel Style,Ford,Chennai,2013,177000,Diesel,Manual,First,1498,88.7,5,23.5,3.5
1448,Hyundai Verna 1.6 VTVT S,Hyundai,Jaipur,2015,89000,Petrol,Manual,First,1591,121.3,5,17.01,7.5
1449,Hyundai i20 1.4 Asta (AT),Hyundai,Chennai,2009,72000,Petrol,Automatic,Third,1396,100,5,15,3.25
1450,Maruti Swift Dzire VXi,Maruti,Chennai,2012,49000,Petrol,Manual,First,1298,85.8,5,17.5,4.9
1451,Mercedes-Benz New C-Class C 220CDIBE Avantgarde Command,MercedesBenz,Hyderabad,2014,51355,Diesel,Automatic,First,2143,170,5,14.84,27
1452,Hyundai Elite i20 Petrol Asta,Hyundai,Kochi,2017,13460,Petrol,Manual,First,1197,81.86,5,18.6,8.91
1453,Hyundai Verna 1.6 VTVT EX AT,Hyundai,Kochi,2014,35642,Petrol,Automatic,First,1591,121.4,5,17.01,6.69
1454,Chevrolet Cruze LTZ,Chevrolet,Kochi,2014,52895,Diesel,Manual,First,1998,163.7,5,17.3,6.02
1455,Toyota Corolla Altis 1.8 G,Toyota,Mumbai,2010,93000,Petrol,Manual,First,1798,138.03,5,14.28,4.5
1456,Maruti A-Star Vxi,Maruti,Pune,2011,70000,Petrol,Manual,First,998,66.1,5,19,2
1457,Nissan Micra Diesel XV Premium,Nissan,Kolkata,2012,32048,Diesel,Manual,First,1461,63.1,5,23.08,2.4
1458,Tata Nano LX,Tata,Pune,2013,4700,Petrol,Manual,First,624,37.48,4,25.4,1.2
1459,Maruti Swift Dzire Tour LDI,Maruti,Delhi,2014,71800,Diesel,Manual,First,1248,74,5,23.4,2.9
1461,Audi Q3 2.0 TDI Quattro,Audi,Ahmedabad,2016,45000,Diesel,Automatic,First,1968,184,5,17.32,27
1462,Honda Amaze VX i-DTEC,Honda,Chennai,2016,15388,Diesel,Manual,First,1498,98.6,5,25.8,7.5
1463,Chevrolet Optra 1.6 LS,Chevrolet,Mumbai,2004,98798,Petrol,Manual,First,1599,104,5,14.7,1.5
1464,Audi Q5 2.0 TDI Premium Plus,Audi,Hyderabad,2016,43000,Diesel,Automatic,First,1968,174.3,5,14.16,39.5
1465,Maruti Ritz VDi,Maruti,Hyderabad,2012,85112,Diesel,Manual,First,1248,73.94,5,23.2,3.39
1466,Mahindra Scorpio S6 7 Seater,Mahindra,Kochi,2018,37804,Diesel,Manual,First,2179,120,7,15.4,12.4
1467,Maruti Ciaz ZDi SHVS,Maruti,Chennai,2014,45000,Diesel,Manual,First,1248,88.5,5,28.09,6.85
1468,Toyota Corolla Altis Aero D 4D J,Toyota,Pune,2011,116000,Diesel,Manual,Second,1364,138,5,21.43,5.75
1469,Tata Indica V2 eLS,Tata,Chennai,2015,100073,Diesel,Manual,Second,1396,69,5,25,2
1470,Maruti 800 Std BSIII,Maruti,Jaipur,2006,165000,Petrol,Manual,First,796,37,4,16.1,0.9
1471,Volkswagen Polo 1.2 MPI Highline,Volkswagen,Kolkata,2015,22000,Petrol,Manual,First,1198,74,5,16.47,3.8
1472,Hyundai Elantra 2.0 SX Option AT,Hyundai,Delhi,2017,9500,Petrol,Automatic,First,1999,149.92,5,14.62,16.35
1473,Toyota Fortuner 4x2 4 Speed AT,Toyota,Hyderabad,2012,152000,Diesel,Automatic,First,2982,169,7,11.5,16.5
1474,Maruti Baleno Zeta 1.2,Maruti,Coimbatore,2019,17705,Petrol,Manual,First,1197,83.1,5,21.4,8.7
1475,Maruti Baleno Zeta 1.2,Maruti,Mumbai,2016,12000,Petrol,Manual,First,1197,83.1,5,21.4,6.1
1476,Mini Cooper Countryman D,Mini,Hyderabad,2013,51000,Diesel,Automatic,First,1998,112,5,23.8,21.94
1477,Mercedes-Benz S Class 2005 2013 320 CDI,MercedesBenz,Chennai,2009,42000,Diesel,Automatic,Second,2987,210,5,13,22
1478,Maruti Alto K10 LXI,Maruti,Delhi,2015,51000,Petrol,Manual,First,998,67.1,5,20.92,2.65
1479,Maruti Swift VXI Optional,Maruti,Kochi,2017,42527,Petrol,Manual,First,1197,81.8,5,20.4,5.27
1480,Chevrolet Sail LT ABS,Chevrolet,Kolkata,2014,45000,Diesel,Manual,First,1248,74,5,22.1,2.48
1481,Toyota Innova 2.5 G (Diesel) 8 Seater BS IV,Toyota,Kolkata,2011,70000,Diesel,Manual,First,2494,102,8,12.8,6
1482,Toyota Fortuner 3.0 Diesel,Toyota,Mumbai,2009,92000,Diesel,Manual,First,2982,171,7,11.5,8.9
1483,BMW 3 Series 320d Sport Line,BMW,Hyderabad,2012,57156,Diesel,Automatic,Second,1995,184,5,18.88,18
1484,Skoda Octavia Ambition 1.4 TSI MT,Skoda,Coimbatore,2016,53211,Petrol,Manual,First,1395,138.02,5,16.8,11.64
1485,Toyota Fortuner 3.0 Diesel,Toyota,Kolkata,2019,80000,Diesel,Manual,First,2982,171,7,11.5,8.99
1486,Volkswagen Jetta 2007-2011 1.9 Highline TDI,Volkswagen,Bangalore,2009,74000,Diesel,Automatic,First,1896,105,5,15.5,5.25
1487,Hyundai i20 1.4 CRDi Asta,Hyundai,Kolkata,2011,37000,Diesel,Manual,First,1396,90,5,23,2.95
1488,Tata Manza Club Class Quadrajet90 LX,Tata,Mumbai,2013,64000,Diesel,Manual,Second,1248,88.76,5,21.02,2.65
1489,Volkswagen Vento Petrol Highline,Volkswagen,Pune,2013,57197,Petrol,Manual,First,1598,103.6,5,15.04,4
1490,Hyundai Creta 1.6 SX Automatic Diesel,Hyundai,Chennai,2016,55000,Diesel,Automatic,First,1582,126.2,5,17.6,12.5
1491,Maruti Ritz VXI,Maruti,Mumbai,2014,33000,Petrol,Manual,First,1197,85.8,5,21.1,3.25
1492,Honda CR-V 2.0L 2WD MT,Honda,Delhi,2008,70000,Petrol,Manual,First,1997,141.1,5,13.1,4
1493,Mahindra XUV500 W8 2WD,Mahindra,Delhi,2012,75000,Diesel,Manual,Second,2179,140,7,15.1,6.25
1494,Volkswagen Ameo 1.5 TDI Comfortline,Volkswagen,Jaipur,2016,58095,Diesel,Manual,First,1498,108.62,5,21.66,5.8
1495,Tata Zest Revotron 1.2 XT,Tata,Kolkata,2015,7445,Petrol,Manual,First,1193,88.7,5,17.57,5
1496,Jaguar XJ 3.0L Portfolio LWB,Jaguar,Kochi,2016,17652,Diesel,Automatic,First,2993,270.88,5,12.9,58.73
1497,Toyota Corolla Altis 1.8 VL CVT,Toyota,Kochi,2018,28321,Petrol,Automatic,First,1798,138.03,5,14.28,17.49
1498,Maruti A-Star Vxi,Maruti,Pune,2011,69000,Petrol,Manual,Second,998,66.1,5,19,1.95
1499,Honda Accord VTi-L (AT),Honda,Mumbai,2007,80000,Petrol,Automatic,First,2354,142,5,11.1,3
1500,Hyundai i20 Asta (o),Hyundai,Delhi,2014,42365,Petrol,Manual,First,1197,80,5,17,5.5
1501,Toyota Fortuner 4x2 AT,Toyota,Delhi,2013,123000,Diesel,Automatic,First,2982,168.5,7,12.55,16.5
1502,Mercedes-Benz New C-Class C 200 CGI Avantgarde,MercedesBenz,Mumbai,2011,40000,Petrol,Automatic,Second,1796,186,5,11.74,14.5
1503,Maruti Baleno Alpha 1.3,Maruti,Hyderabad,2016,30112,Diesel,Manual,First,1248,74,5,27.39,7.79
1504,Maruti Ertiga VDI,Maruti,Kochi,2017,43775,Diesel,Manual,First,1248,88.76,7,20.77,8.27
1505,Land Rover Range Rover Sport SE,Land,Kochi,2019,26013,Diesel,Automatic,First,2993,255,5,12.65,97.07
1506,Chevrolet Optra Magnum 1.6 LT ABS BS3,Chevrolet,Mumbai,2012,56000,Petrol,Manual,First,1598,102.5,5,12.9,2.15
1507,Honda Civic 2006-2010 1.8 V AT,Honda,Hyderabad,2008,95000,Petrol,Automatic,Second,1799,130,5,12.9,3
1508,BMW X3 xDrive20d,BMW,Coimbatore,2014,41089,Diesel,Automatic,First,1995,184,5,16.09,28.79
1509,Skoda Laura Ambition 2.0 TDI CR AT,Skoda,Mumbai,2011,41988,Diesel,Automatic,First,1968,138.1,5,20,5.45
1510,Maruti Swift Dzire VDI,Maruti,Delhi,2013,72486,Diesel,Manual,First,1248,74,5,23.4,3.95
1511,Volvo V40 Cross Country D3,Volvo,Pune,2013,92000,Diesel,Automatic,First,1984,150,5,23.3,16
1512,Maruti Swift Dzire ZXi,Maruti,Delhi,2013,40000,Petrol,Manual,First,1298,85.8,5,17.5,4.25
1513,Land Rover Range Rover 2.2L Pure,Land,Bangalore,2014,56000,Diesel,Automatic,First,2179,187.7,5,12.7,34.5
1514,Honda Accord 2.4 AT,Honda,Mumbai,2008,125000,Petrol,Automatic,Third,2354,177.6,5,11.7,2.6
1515,Toyota Innova 2.5 G (Diesel) 8 Seater,Toyota,Kochi,2017,29219,Diesel,Manual,First,2494,100.6,8,12.99,13.48
1516,Toyota Fortuner 4x4 MT,Toyota,Hyderabad,2018,39927,Diesel,Manual,First,2982,168.5,7,12.55,32.1
1517,Honda Jazz 1.2 E i VTEC,Honda,Kochi,2018,38593,Petrol,Manual,First,1199,88.7,5,18.7,6.17
1518,Honda City 1.5 V MT,Honda,Kolkata,2015,32000,Petrol,Manual,First,1497,118,5,17,5.5
1519,Maruti Dzire AMT ZDI Plus,Maruti,Hyderabad,2017,28226,Diesel,Automatic,First,1248,73.75,5,28.4,9.15
1520,Nissan Sunny 2011-2014 Diesel XL,Nissan,Pune,2014,95000,Diesel,Manual,First,1461,84.8,5,21.64,4.5
1521,Toyota Innova 2.5 G (Diesel) 8 Seater,Toyota,Chennai,2014,194000,Diesel,Manual,First,2494,100.6,8,12.99,10.5
1522,Honda Brio S MT,Honda,Coimbatore,2016,14821,Petrol,Manual,First,1198,86.8,5,19.4,5.37
1523,Volkswagen Vento Petrol Trendline,Volkswagen,Bangalore,2012,52000,Petrol,Manual,First,1598,103.6,5,15.04,5.45
1524,Mahindra XUV500 W4,Mahindra,Mumbai,2016,33000,Diesel,Manual,First,2179,140,7,16,9.25
1525,Ford EcoSport 1.5 Diesel Titanium Plus,Ford,Chennai,2016,29200,Diesel,Manual,First,1498,98.96,5,23,7.7
1526,Skoda Yeti Ambition 4X2,Skoda,Hyderabad,2012,99754,Diesel,Manual,First,1968,108.49,5,17.72,7.99
1527,Hyundai i10 Sportz,Hyundai,Chennai,2012,49000,Petrol,Manual,First,1197,78.9,5,20.36,3
1528,Toyota Innova 2.5 G (Diesel) 8 Seater BS IV,Toyota,Hyderabad,2005,299322,Diesel,Manual,First,2494,102,8,12.8,4
1529,Tata Zest Quadrajet 1.3 XT,Tata,Coimbatore,2018,38310,Diesel,Manual,First,1248,88.7,5,20.65,6.69
1530,Maruti Swift VDI,Maruti,Delhi,2014,56000,Diesel,Manual,First,1248,74,5,22.9,4.25
1531,Skoda Rapid 1.5 TDI AT Style,Skoda,Kolkata,2017,31300,Diesel,Automatic,First,1498,108.4,5,21.72,10.5
1532,Toyota Innova Crysta 2.4 VX MT 8S,Toyota,Coimbatore,2019,11241,Diesel,Manual,First,2393,147.8,8,13.68,22.55
1533,Hyundai Verna 1.6 SX VTVT,Hyundai,Pune,2014,48000,Petrol,Manual,Second,1591,121.3,5,17.01,5.2
1534,Honda City i VTEC VX Option,Honda,Coimbatore,2019,23882,Petrol,Manual,First,1497,117.3,5,17.4,11.87
1535,Honda City i DTEC SV,Honda,Hyderabad,2014,65000,Diesel,Manual,First,1498,98.6,5,26,6.99
1536,Volkswagen Vento Diesel Highline,Volkswagen,Jaipur,2011,50000,Diesel,Manual,First,1598,103.6,5,20.54,5
1537,Audi Q5 2008-2012 3.0 TDI,Audi,Chennai,2014,25000,Diesel,Automatic,First,2967,236,5,12.19,44
1538,Maruti Alto 800 LXI,Maruti,Chennai,2015,21000,Petrol,Manual,First,796,47.3,5,22.74,2.79
1539,Tata Manza ELAN Quadrajet BS IV,Tata,Pune,2012,148000,Diesel,Manual,Second,1248,88.8,5,21.12,2.9
1540,Hyundai Creta 1.6 SX Plus Dual Tone Petrol,Hyundai,Delhi,2016,68000,Petrol,Manual,First,1591,121.3,5,15.29,9.85
1541,Mercedes-Benz GL-Class 2007 2012 350 CDI Luxury,MercedesBenz,Bangalore,2014,52000,Diesel,Automatic,First,2987,224,7,12,49
1542,Mahindra Thar CRDe,Mahindra,Jaipur,2016,19000,Diesel,Manual,First,2498,105,6,16.55,9.25
1543,Hyundai Verna 1.6 CRDI,Hyundai,Mumbai,2011,74000,Diesel,Manual,Second,1582,126.3,5,22.32,3.75
1544,Ford Aspire Titanium Diesel,Ford,Coimbatore,2017,30279,Diesel,Manual,First,1498,99,5,26.1,7.29
1545,Mini Cooper 3 DOOR D,Mini,Mumbai,2016,20000,Diesel,Automatic,First,1496,113.98,4,20.7,23.5
1546,Maruti Omni 8 Seater BSIV,Maruti,Hyderabad,2013,34834,Petrol,Manual,First,796,35,5,14,2.6
1547,Mahindra Verito 1.5 D4 BSIV,Mahindra,Pune,2015,90000,Diesel,Manual,Second,1461,65,5,21.03,3.1
1548,Mercedes-Benz E-Class 2009-2013 E250 CDI Elegance,MercedesBenz,Coimbatore,2016,38730,Diesel,Automatic,First,2143,203,5,14.21,29.98
1549,Renault Duster 110PS Diesel RxZ,Renault,Kochi,2016,57390,Diesel,Manual,First,1461,108.45,5,19.01,6.73
1550,Maruti Swift Dzire Tour LDI,Maruti,Kolkata,2016,100000,Diesel,Manual,First,1248,74,5,23.4,3.5
1551,Volkswagen Polo Petrol Highline 1.2L,Volkswagen,Kolkata,2011,50000,Petrol,Manual,First,1198,73.9,5,16.47,2.35
1552,Mahindra XUV500 W10 2WD,Mahindra,Coimbatore,2017,64961,Diesel,Manual,First,2179,140,7,16,16.13
1553,Volkswagen Polo 1.2 MPI Highline,Volkswagen,Coimbatore,2014,72465,Petrol,Manual,First,1198,74,5,16.47,5.9
1554,Maruti Ritz VXI,Maruti,Hyderabad,2012,68776,Petrol,Manual,First,1197,85.8,5,21.1,3.9
1555,Chevrolet Optra 1.6 Elite,Chevrolet,Pune,2005,150000,Petrol,Manual,First,1598,74,5,14.7,1.5
1556,Toyota Innova 2.5 GX 7 STR BSIV,Toyota,Delhi,2012,68000,Diesel,Manual,First,2494,102,7,12.8,6.95
1557,Honda City i DTec SV,Honda,Delhi,2015,33000,Diesel,Manual,First,1498,98.6,5,26,7
1558,Volkswagen Ameo 1.2 MPI Highline,Volkswagen,Coimbatore,2017,22389,Petrol,Manual,First,1198,73.75,5,17,7.23
1559,Maruti SX4 ZDI Leather,Maruti,Mumbai,2012,90000,Diesel,Manual,First,1248,88.8,5,21.5,3.81
1560,Maruti Swift ZXI,Maruti,Chennai,2012,42000,Petrol,Manual,Third,1197,85.8,5,18.6,4.5
1561,Hyundai Creta 1.6 CRDi SX,Hyundai,Pune,2017,38767,Diesel,Manual,First,1582,126.2,5,19.67,12.6
1562,Audi Q7 35 TDI Quattro Technology,Audi,Bangalore,2015,21000,Diesel,Automatic,First,2967,241.4,7,12.07,48
1563,Maruti Alto LXi BSIII,Maruti,Coimbatore,2010,59136,Petrol,Manual,First,796,46.3,5,19.7,2.96
1564,Honda Amaze SX i-DTEC,Honda,Kolkata,2014,36000,Diesel,Manual,First,1498,98.6,5,25.8,3.25
1565,Volkswagen Passat Diesel Highline 2.0 TDI,Volkswagen,Chennai,2011,95000,Diesel,Automatic,Second,1968,167.7,5,18.33,8.5
1566,Hyundai Elantra CRDi SX AT,Hyundai,Mumbai,2013,51000,Diesel,Automatic,First,1582,126.24,5,19.5,8.75
1567,Maruti Wagon R VXI BS IV,Maruti,Kochi,2011,36411,Petrol,Manual,First,998,67.1,5,18.9,3.08
1568,Land Rover Discovery Sport TD4 HSE 7S,Land,Mumbai,2017,40000,Diesel,Automatic,First,1999,148.31,7,12.81,41.5
1569,Honda City i VTEC SV,Honda,Pune,2016,27300,Petrol,Manual,First,1497,117.3,5,17.8,7
1570,Mercedes-Benz New C-Class C 200 Avantgarde Edition C,MercedesBenz,Kochi,2011,29813,Petrol,Automatic,Second,1991,181.03,5,14.74,11.5
1571,Maruti Wagon R LX BS IV,Maruti,Pune,2011,71000,Petrol,Manual,First,998,67.04,5,20.51,2.6
1572,Hyundai Verna 1.6 CRDI,Hyundai,Kolkata,2014,32000,Diesel,Manual,First,1582,126.3,5,22.32,4.3
1573,Maruti Ertiga VXI CNG,Maruti,Mumbai,2017,19234,CNG,Manual,First,1373,80.46,7,17.5,8.35
1574,Volkswagen Tiguan 2.0 TDI Highline,Volkswagen,Jaipur,2017,50510,Diesel,Automatic,First,1968,141,5,17.06,24.9
1575,BMW X1 sDrive 20d Exclusive,BMW,Pune,2011,102000,Diesel,Automatic,First,1995,177,5,15.06,13.75
1576,Hyundai Grand i10 1.2 CRDi Sportz Option,Hyundai,Kolkata,2014,42277,Diesel,Manual,First,1186,73.97,5,24,3.85
1577,Mercedes-Benz E-Class E250 CDI Avantgrade,MercedesBenz,Mumbai,2014,46000,Diesel,Automatic,First,2143,201.1,5,13,23.25
1578,Mahindra Bolero ZLX,Mahindra,Chennai,2012,35000,Diesel,Manual,First,2523,74,7,13.6,7
1579,Hyundai Grand i10 Asta Option,Hyundai,Bangalore,2015,50000,Petrol,Manual,First,1197,82,5,18.9,5.75
1580,Hyundai i10 Magna 1.2,Hyundai,Mumbai,2008,62000,Petrol,Manual,Second,1197,78.9,5,20.36,1.65
1581,Volkswagen Jetta 2012-2014 2.0L TDI Comfortline,Volkswagen,Mumbai,2012,78000,Diesel,Manual,First,1968,138.1,5,19.33,6.5
1582,Skoda Yeti Elegance,Skoda,Chennai,2011,79000,Diesel,Manual,First,1968,138.08,5,17.67,7.5
1583,Audi Q7 45 TDI Quattro Premium Plus,Audi,Kochi,2019,6773,Diesel,Automatic,First,2967,245,7,14.75,72.94
1584,Toyota Fortuner 3.0 Diesel,Toyota,Chennai,2010,135000,Diesel,Manual,Second,2982,171,7,11.5,11
1585,Maruti Wagon R VXI Minor ABS,Maruti,Kochi,2013,36716,Petrol,Manual,First,1061,67,5,18.9,3.02
1586,Hyundai EON Era,Hyundai,Coimbatore,2013,65060,Petrol,Manual,First,814,55.2,5,21.1,3.32
1587,Honda Brio S MT,Honda,Delhi,2013,33000,Petrol,Manual,First,1198,86.8,5,19.4,3.24
1588,Maruti Alto 800 VXI,Maruti,Kolkata,2015,11110,Petrol,Manual,First,796,47.3,5,22.74,2.35
1589,Mahindra Bolero ZLX,Mahindra,Jaipur,2013,63000,Diesel,Manual,First,2523,62.1,7,15.96,5.5
1590,Honda City i VTEC SV,Honda,Mumbai,2015,27030,Petrol,Manual,First,1497,117.3,5,17.8,6.75
1591,Skoda Rapid 1.6 MPI Elegance Black Package,Skoda,Mumbai,2015,19600,Petrol,Manual,First,1598,103.52,5,15,6.15
